year,immig_status,tranwork_grp,pop,pct
2014,Native-born citizens,Private motorized vehicle,105267921,87.6484843523425
2014,Native-born citizens,Public transport,4973777,4.141280756903531
2014,Native-born citizens,Taxicab or ride-hailing services,111535,0.09286659800413957
2014,Native-born citizens,Walked only,2651516,2.2077130091320583
2014,Native-born citizens,Worked at home,5379099,4.4787611463439205
2015,Illegal immigrants,Bicycle,67438.90326152017,0.9764927200811122
2015,Illegal immigrants,Other,137112.74833204667,1.9853466486154
2015,Illegal immigrants,Private motorized vehicle,5421935.298395871,78.50780620056952
2015,Illegal immigrants,Public transport,770510.1364906748,11.156728574219816
2015,Illegal immigrants,Taxicab or ride-hailing services,23822.490387183363,0.34494167775946216
2015,Illegal immigrants,Walked only,290959.1546809531,4.212991057774515
2015,Illegal immigrants,Worked at home,194458.44510150305,2.8156931209801823
2015,Legal immigrants,Bicycle,102542,0.556391247518901
2015,Legal immigrants,Other,186192,1.0102748060115778
2015,Legal immigrants,Private motorized vehicle,14957696,81.16021861723465
2015,Legal immigrants,Public transport,1812746,9.835930724726431
2015,Legal immigrants,Taxicab or ride-hailing services,36047,0.19559044390897218
2015,Legal immigrants,Walked only,548640,2.9769118413798235
2015,Legal immigrants,Worked at home,785974,4.264682319219644
2015,Native-born citizens,Bicycle,699773,0.5736646358308033
2015,Native-born citizens,Other,1007508,0.8259417124076249
2015,Native-born citizens,Private motorized vehicle,106631844,87.41537320849336
2015,Native-born citizens,Public transport,5100124,4.18101409621683
2015,Native-born citizens,Taxicab or ride-hailing services,130408,0.10690675094555434
2015,Native-born citizens,Walked only,2713335,2.2243560907065185
2015,Native-born citizens,Worked at home,5699950,4.672743505399304
2016,Illegal immigrants,Bicycle,63097.81783442672,0.9337681386426975
2016,Illegal immigrants,Other,142361.48898428227,2.1067705214795387
2016,Illegal immigrants,Private motorized vehicle,5347063.549273464,79.12979797036844
2016,Illegal immigrants,Public transport,712614.1441386623,10.54579073857861
2016,Illegal immigrants,Taxicab or ride-hailing services,21798.694724677443,0.3225931941309802
2016,Illegal immigrants,Walked only,265000.37569469516,3.9216713991817436
2016,Illegal immigrants,Worked at home,205396.42156184933,3.039608037617984
2016,Legal immigrants,Bicycle,97116,0.5108228473666109
2016,Legal immigrants,Other,191844,1.009084994544669
2016,Legal immigrants,Private motorized vehicle,15436693,81.19584282903156
2016,Legal immigrants,Public transport,1812091,9.531462213305831
2016,Legal immigrants,Taxicab or ride-hailing services,39550,0.20803002196702353
2016,Legal immigrants,Walked only,538706,2.8335529965554334
2016,Legal immigrants,Worked at home,895679,4.711204097228867
2016,Native-born citizens,Bicycle,686276,0.5555771076675657
2016,Native-born citizens,Other,1019099,0.82501511760124
2016,Native-born citizens,Private motorized vehicle,107666015,87.16139455232698
2016,Native-born citizens,Public transport,5047375,4.086119875696629
2016,Native-born citizens,Taxicab or ride-hailing services,161410,0.13067002335594102
2016,Native-born citizens,Walked only,2674888,2.16546482519377
2016,Native-born citizens,Worked at home,6269825,5.075758498157877
2017,Illegal immigrants,Bicycle,65008.86255471607,0.9763032081777652
2017,Illegal immigrants,Other,145269.97121460346,2.181664674248636
2017,Illegal immigrants,Private motorized vehicle,5277861.464832135,79.26293243627292
2017,Illegal immigrants,Public transport,665674.0680203767,9.997094283291544
2017,Illegal immigrants,Taxicab or ride-hailing services,28109.757269699836,0.4221523823833664
2017,Illegal immigrants,Walked only,256573.09383488275,3.853215158660222
2017,Illegal immigrants,Worked at home,220178.284943783,3.306637856965537
2017,Legal immigrants,Bicycle,101614,0.5170152426232955
2017,Legal immigrants,Other,191750,0.9756300585846135
2017,Legal immigrants,Private motorized vehicle,16003400,81.42580484773404
2017,Legal immigrants,Public transport,1839635,9.360121005602636
2017,Legal immigrants,Taxicab or ride-hailing services,59526,0.3028701687995186
2017,Legal immigrants,Walked only,529427,2.693741303917998
2017,Legal immigrants,Worked at home,928614,4.724817372737899
2017,Native-born citizens,Bicycle,667205,0.5321805117882284
